cluster.index	parent.mass.NH4	number.of.spectra.NH4	RTMean.NH4	sum.precursor.intensity..NH4	LibraryID.NH4	SpectrumID.NH4	Smiles.NH4	INCHI.NH4	ProteoSAFeClusterLink.NH4	MetFragScore.NH4	MetFragSMILES.NH4	MetFragID.NH4	FusionScore.NH4	FusionSMILES.NH4	FusionID.NH4	ConsensusScore.NH4	ConsensusSMILES.NH4	ConsensusID.NH4
190	334.238	1	294.326	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=190	1.0000000,0.9440647,0.9100307,0.9056230,0.8975125,0.8899474,0.8839691,0.8820525,0.8722090,0.8477223	C=C(C)C1CCC(=C)C(Cc2c(C)cco2)C1(C)CCC(=O)O,CC1=CC2(C=C1)CCC1C(C)(C)C(=O)CCC1(C)C2CC(=O)O,CC1=CCC(C(=CC(=O)C(=O)C(=CC2C(CC1)C2(C)C)C)C)O,C=C(C)C1CCC23CC(CCC2C1(C)CCC(=O)O)C(=C)C3=O,C=C(CCC1C2C1(C)C)C(C2C(O)(C)C3O)C4=C3CC(C)C4=O,CC1CCC2=C(CCCC2(C)C(=O)O)C1(C)CCc1ccoc1,CC1=CC2C(=O)C(C)CC2(C(=O)C(=CC2C(CC1)C2(C)C)C)O,CC1=CC2C(=O)C(=CC2(C(=O)C(C)CC2C(CC1)C2(C)C)O)C,C=CC1(C)CCC2C(=CCC3C(C)(C)C(=O)C(=CC23C)O)C1O,C[C@@H]1CC[C@@]2(C)C(=CCC[C@@H]2[C@]1(C)CCc1ccoc1)C(=O)O	C20H28O3_Croton_stipuliformis_52,C20H28O3_Croton_sarcopetalus_51,C20H28O3_Croton_argyrophyllus_46,C20H28O3_Croton_caracasana_48,C20H28O3_Euphorbia_lagascae_61,C20H28O3_Croton_oblongifolius_54,C20H28O3_Euphorbia_jolkinii_37,C20H28O3_Jatropha_multifida_56,C20H28O3_Euphorbia_ebracteolata_45,C20H28O3_Multiple__55				1,0.97,0.944,0.943,0.935,0.931,0.927,0.918,0.911,0.901	CC1=CC2(C=C1)CCC1C(C)(C)C(=O)CCC1(C)C2CC(=O)O,C=CC1(C)C(=O)C=C2C(=CCC3C(C)(C)C(CCC23C)O)C1O,CC1=CC2C(=O)C(=CC2(C(=O)C(C)CC2C(CC1)C2(C)C)O)C,CC1=CCC(C(=CC(=O)C(=O)C(=CC2C(CC1)C2(C)C)C)C)O,C=C(CCC1C2C1(C)C)C(C2C(O)(C)C3O)C4=C3CC(C)C4=O,C=CC1(C)CCC2C(=CCC3C(C)(C)C(=O)C(=CC23C)O)C1O,CC1=CC2C(=O)C(C)CC2(C(=O)C(=CC2C(CC1)C2(C)C)C)O,CC(CO)C1=CC(=O)C2=C(CCC3C(C)(C)CCCC23C)C1=O,C=C(C)C1CCC23CC(CCC2C1(C)CCC(=O)O)C(=C)C3=O,C=C(C)C1CCC(=C)C(Cc2c(C)cco2)C1(C)CCC(=O)O	C20H28O3_Croton_sarcopetalus_51,C20H28O3_Jatropha_divaricata_58,C20H28O3_Jatropha_multifida_56,C20H28O3_Croton_argyrophyllus_46,C20H28O3_Euphorbia_lagascae_61,C20H28O3_Euphorbia_ebracteolata_45,C20H28O3_Euphorbia_jolkinii_37,C20H28O3_Euphorbia_portlandica_42,C20H28O3_Croton_caracasana_48,C20H28O3_Croton_stipuliformis_52
202	337.272	1	940.344	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=202									
203	337.308	1	1022.810	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=203									
217	344.032	1	182.387	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=217									
220	346.030	1	172.916	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=220									
222	346.294	1	606.018	0	NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-ylacetate	CCMSLIB00000845028	CC(=O)OC(CO)CC(O)CCCCCCCCCCCC=C	InChI=1S/C19H36O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(22)15-19(16-20)23-17(2)21/h3,18-20,22H,1,4-16H2,2H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=222									
228	348.216	1	291.990	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=228	1.0000000,0.9749517,0.8983790	CC12C(CCC(C3=O)(O)C2CC4C3=C(C)C(O4)=O)C5(C)C(C5)CC1,CC1(C2)C(CCC(C1CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)C2=O,CC12C(CCC3=CC(C4CC32O)=C(C)C(O4)=O)C(C)(C)C(CC1)=O	C20H26O4_Euphorbia_retusa_24,C20H26O4_Euphorbia_helioscopia_25,C20H26O4_Euphorbia_calyptrata_26						
230	348.252	1	567.339	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=230									
231	348.252	1	495.532	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=231									
237	350.231	1	259.610	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=237	1.0000000,0.9977544,0.9806526,0.9640088,0.9583392,0.9548148,0.9491465,0.9044248,0.8964943,0.8827452	CC1=C2C=C3CCC4C(C)(C)C(CCC4(C)C3(CC2OC1=O)O)O,CC12C(CC(O)C(C2CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)CC1,C=C1C2CCC(=O)C3(C)C(CC(C(=C2)C1=O)O)C(C)(C)CCC3O,O=C1C(C)=C2C=C3CCC4C(C)(C)C(O)CC(O)C4(C)C3CC2O1,CC1CCC(C)(C)C2CCC(C)(C=C3C(=O)C(=CC3(C1=O)O)C)O2,CC12C(CCC(C2CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)C(O)C1,CC1CC2C(CCC3(C)C(C4C(=O)C(=CC4(C1=O)O)C)O3)C2(C)C,CC1(C)C(CCC2(C)C1CCC34C2CC(C(C=O)=C4)C(O)C3O)=O,C=C1CCC2C(C)(CCCC2(C)C(=O)O)C1CCC1=CCOC1=O,CC1CCC2(C)C(CCC(C2(C)O)O)C21C=C(c1ccoc1)OC2	C20H28O4_Euphorbia_calyptrata_71,C20H28O4_Euphorbia_formosana_81,C20H28O4_Croton_kongensis_73,C20H28O4_Euphorbia_neriifolia_80,C20H28O4_Jatropha_podagrica_79,C20H28O4_Euphorbia_helioscopia_82,C20H28O4_Jatropha_grossidentata_78,C20H28O4_Euphorbia_fidjiana_83,C20H28O4_Croton_niveus_76,C20H28O4_Croton_insularis_77				1,0.988,0.975,0.95,0.715,0.635,0.571,0.538,0.536,0.499	CC12C(CCC(C2CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)C(O)C1,CC12C(CC(O)C(C2CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)CC1,O=C1C(C)=C2C=C3CCC4C(C)(C)C(O)CC(O)C4(C)C3CC2O1,CC1=C2C=C3CCC4C(C)(C)C(CCC4(C)C3(CC2OC1=O)O)O,C=C1CCC2C(C)(CCCC2(C)C(=O)O)C1CCC1=CCOC1=O,CC1CC2C(CCC3(C)C(C4C(=O)C(=CC4(C1=O)O)C)O3)C2(C)C,CC1CCC(C)(C)C2CCC(C)(C=C3C(=O)C(=CC3(C1=O)O)C)O2,C=C1C2CCC(=O)C3(C)C(CC(C(=C2)C1=O)O)C(C)(C)CCC3O,CC1(C)C(CCC2(C)C1CCC34C2CC(C(C=O)=C4)C(O)C3O)=O,C=C1C2CCC3C4(C)CCCC(C)(C4CCC3(C2)OC1=O)C(=O)O	C20H28O4_Euphorbia_helioscopia_82,C20H28O4_Euphorbia_formosana_81,C20H28O4_Euphorbia_neriifolia_80,C20H28O4_Euphorbia_calyptrata_71,C20H28O4_Croton_niveus_76,C20H28O4_Jatropha_grossidentata_78,C20H28O4_Jatropha_podagrica_79,C20H28O4_Croton_kongensis_73,C20H28O4_Euphorbia_fidjiana_83,C20H28O4_Croton_argyrophylloides_74
238	350.232	1	296.071	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=238	1.0000000,0.9800742,0.9720213,0.9613212,0.9608475,0.9517018,0.9484491,0.9414100,0.9056128,0.8996335	C=C1CCC2C(C)(CCCC2(C)C(=O)O)C1CCC1=CCOC1=O,C=C1C2CCC(=O)C3(C)C(CC(C(=C2)C1=O)O)C(C)(C)CCC3O,CC12C(CC(O)C(C2CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)CC1,O=C1C(C)=C2C=C3CCC4C(C)(C)C(O)CC(O)C4(C)C3CC2O1,CC1CCC2(C)C(CCC(C2(C)O)O)C21C=C(c1ccoc1)OC2,CC1(C)C(CCC2(C)C1CCC34C2CC(C(C=O)=C4)C(O)C3O)=O,CC1=C2C=C3CCC4C(C)(C)C(CCC4(C)C3(CC2OC1=O)O)O,CC12C(CCC(C2CC3O4)=CC3=C(C)C4=O)C(C)(C)C(O)C(O)C1,CC1CCC(C)(C)C2CCC(C)(C=C3C(=O)C(=CC3(C1=O)O)C)O2,CC1CC2C(CCC3(C)C(C4C(=O)C(=CC4(C1=O)O)C)O3)C2(C)C	C20H28O4_Croton_niveus_76,C20H28O4_Croton_kongensis_73,C20H28O4_Euphorbia_formosana_81,C20H28O4_Euphorbia_neriifolia_80,C20H28O4_Croton_insularis_77,C20H28O4_Euphorbia_fidjiana_83,C20H28O4_Euphorbia_calyptrata_71,C20H28O4_Euphorbia_helioscopia_82,C20H28O4_Jatropha_podagrica_79,C20H28O4_Jatropha_grossidentata_78						
243	351.288	1	706.191	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=243									
244	351.323	1	1056.840	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=244									
247	352.320	1	560.545	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=247									
249	353.174	1	449.449	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=249									
251	353.351	1	771.858	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=251									
256	355.189	1	638.409	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=256									
258	355.189	1	304.981	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=258									
259	355.189	1	741.396	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=259									
261	355.189	1	663.195	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=261									
265	355.190	1	228.948	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=265									
266	355.283	1	543.583	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=266									
267	355.283	1	558.436	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=267									
269	355.366	1	868.776	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=269									
270	355.367	1	850.501	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=270									
272	356.350	1	964.080	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=272									
274	357.205	1	334.437	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=274									
277	357.299	1	641.346	0	Monoolein	CCMSLIB00000479717	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O	"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-"	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=277									
278	357.334	1	699.534	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=278									
294	359.314	1	733.869	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=294									
295	359.315	1	712.338	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=295									
296	360.216	1	447.467	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=296									
297	360.237	1	153.307	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=297									
298	360.309	1	543.426	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=298									
305	362.232	1	450.811	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=305	1	Cc1cc2c(cc1OC)C1(C)CCC(C(C)(C)C1CC2=O)OC(=O)C	C21H28O4_Jatropha_curcas_298						
309	362.252	1	198.979	0	NCGC00347593-02!2-hydroxy-3-methyl-6-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]-7-oxabicyclo[4.1.0]hept-3-en-5-one	CCMSLIB00000848647	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC12OC1C(O)C(C)=CC2=O	InChI=1S/C22H32O3/c1-15(2)8-6-9-16(3)10-7-11-17(4)12-13-22-19(23)14-18(5)20(24)21(22)25-22/h8,10,12,14,20-21,24H,6-7,9,11,13H2,1-5H3/b16-10+,17-12+	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=309									
310	362.271	1	524.861	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=310									
311	363.216	1	290.715	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=311									
313	363.264	1	769.128	0	NCGC00380894-01_C22H36O5_1-Naphthalenepentanoicacid,4-(acetyloxy)-3,4,4a,5,6,7,8,8a-octahydro-3-hydroxy-beta,2,5,5,8a-pentamethyl-	CCMSLIB00000855571	CC(CCC/1=C(C)/C(O)C(OC(C)=O)C2C(C)(C)CCCC12C)CC(O)=O	InChI=1S/C22H36O5/c1-13(12-17(24)25)8-9-16-14(2)18(26)19(27-15(3)23)20-21(4,5)10-7-11-22(16,20)6/h13,18-20,26H,7-12H2,1-6H3,(H,24,25)	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=313									
314	363.323	1	1049.170	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=314									
315	364.211	1	181.970	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=315	1.0000000,0.9741173	CC1CC(C(C2C=C(CO)CC3(O)C(C=C(C)C3=O)C21O)=C(C)C)=O,CC12C(CCC3(C4O3)C2C5C6(O5)C4=C(CO)C(O6)=O)C(C)(C)CCC1	C20H26O5_Euphorbia_fischeriana_29,C20H26O5_Euphorbia_fischeriana_30						
320	365.304	1	1003.210	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=320									
321	365.317	1	1145.980	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=321									
322	365.319	1	870.690	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=322									
323	365.319	1	904.506	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=323									
324	365.319	1	1066.170	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=324									
325	365.340	1	1081.000	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=325									
327	366.372	1	949.566	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=327									
328	367.189	1	449.229	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=328									
329	367.262	1	512.307	0	NCGC00347582-02![4,5-dihydroxy-3,4-bis(hydroxymethyl)-4a,8,8-trimethyl-5,6,7,8a-tetrahydro-1H-naphthalen-1-yl]hexanoate	CCMSLIB00000848873	CCCCCC(=O)OC1C=C(CO)C(O)(CO)C2(C)C(O)CCC(C)(C)C12	InChI=1S/C21H36O6/c1-5-6-7-8-17(25)27-15-11-14(12-22)21(26,13-23)20(4)16(24)9-10-19(2,3)18(15)20/h11,15-16,18,22-24,26H,5-10,12-13H2,1-4H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=329									
331	367.356	1	1016.840	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=331									
333	369.278	1	892.163	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=333									
336	369.334	1	803.058	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=336									
337	370.294	1	473.532	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=337									
338	370.294	1	490.744	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=338									
341	370.330	1	565.773	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=341									
342	370.366	1	1003.510	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=342									
345	371.185	1	845.532	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=345									
348	371.314	1	859.023	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=348									
350	372.309	1	542.334	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=350									
351	372.310	1	559.395	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=351									
353	373.199	1	349.358	0	N/A				http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=353									
354	373.199	1	440.610	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=354									
355	373.200	1	622.604	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=355									
356	373.200	1	633.283	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=356									
357	373.200	1	738.734	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=357									
359	373.200	1	662.725	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=359									
360	373.200	1	728.474	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=360									
361	373.200	1	245.729	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=361									
362	373.200	1	424.666	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=362									
365	373.200	1	679.434	0	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-ylacetate	CCMSLIB00000853384	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=365									
